world_id,house,controlled_carrier_id,route_index,stop_id,action_id,member_hit_count,observed_event,world_audit_sha256
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,1,H01_route04_stop01,0,0,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,2,H01_route04_stop02,0,0,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,3,H01_route04_stop03,6,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,4,H01_route04_stop04,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,5,H01_route04_stop05,6,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,6,H01_route04_stop06,4,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,7,H01_route04_stop07,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,8,H01_route04_stop08,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,9,H01_route04_stop09,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,10,H01_route04_stop10,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,11,H01_route04_stop11,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,12,H01_route04_stop12,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,13,H01_route04_stop13,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
M2_CONFIRM_H01_09,H01,quadtree_6_20_2_2,4,14,H01_route04_stop14,8,1,bc3aad9640cae96cbf98ebbf2de71ec68401350d855dc88320afbb149a4309eb
