source_index,source_id,x_m,y_m,mean_delta_bp,mean_delta_mbd,positive_bp,positive_mbd,full_mean_nll,bp_mean_nll,mbd_mean_nll,full_top1,bp_top1
128,pmfs_19_14,0.4572700000000003,-3.100879999999999,1.796747577163845,2.5481060705678287,1,1,1.4534702770359864,3.250217854199832,4.001576347603815,0.5625,0.375
129,pmfs_19_15,0.4572700000000003,-2.80088,1.90424988968605,0.8664016999867798,1,1,1.2368594004733318,3.1411092901593816,2.103261100460111,0.625,0.5625
130,pmfs_19_16,0.4572700000000003,-2.5008799999999995,-1.0309124427980096,0.5464357347748423,0,1,1.1799402530190612,0.14902781022105147,1.7263759877939036,0.5,0.9375
131,pmfs_19_17,0.4572700000000003,-2.20088,0.8308970409584485,2.060142467982021,1,1,0.2196356895278187,1.0505327304862673,2.2797781575098397,0.8125,0.8125
132,pmfs_19_18,0.4572700000000003,-1.90088,1.576390664389343,2.260268564936947,1,1,3.4463942918768646,5.022784956266208,5.706662856813812,0.625,0.6875
133,pmfs_20_12,0.7572700000000001,-3.70088,8.1257584136111,1.653126174163567,1,1,12.142483941940228,20.26824235555133,13.795610116103793,0.0,0.0
134,pmfs_20_13,0.7572700000000001,-3.4008799999999995,2.3126089182366774,1.8176583387606575,1,1,9.675080896422383,11.98768981465906,11.492739235183041,0.0,0.0
135,pmfs_20_14,0.7572700000000001,-3.100879999999999,1.0271288850756706,1.7812550371039082,1,1,4.451257963927428,5.4783868490030985,6.232513001031336,0.0625,0.0
136,pmfs_20_15,0.7572700000000001,-2.80088,0.9444468041742339,0.37095773138927807,1,1,5.285056389804607,6.22950319397884,5.656014121193885,0.0625,0.125
137,pmfs_20_16,0.7572700000000001,-2.5008799999999995,0.8313614324334044,1.022170744725545,1,1,2.501098933663325,3.33246036609673,3.5232696783888704,0.1875,0.4375
138,pmfs_20_17,0.7572700000000001,-2.20088,0.03545169602202927,0.33072252247970846,1,1,0.018051414903376237,0.05350311092540551,0.34877393738308465,1.0,1.0
139,pmfs_20_18,0.7572700000000001,-1.90088,-0.16737695373451647,0.243548241464259,0,1,0.5912257512106467,0.42384879747613013,0.8347739926749055,0.8125,0.875
140,pmfs_21_12,1.05727,-3.70088,1.2056688090365166,2.1867573214127365,1,1,9.738295326782296,10.943964135818812,11.925052648195033,0.0,0.0
141,pmfs_21_13,1.05727,-3.4008799999999995,2.431459098737216,2.2861693402377665,1,1,7.488557857211082,9.920016955948297,9.774727197448849,0.0625,0.0
142,pmfs_21_14,1.05727,-3.100879999999999,3.155674978859561,3.7545063803584977,1,1,2.8871857232999893,6.042860702159549,6.641692103658487,0.0625,0.0625
143,pmfs_21_15,1.05727,-2.80088,0.11057745630162258,1.5926466418747387,1,1,3.3480916686229256,3.4586691249245485,4.9407383104976645,0.0,0.1875
144,pmfs_21_16,1.05727,-2.5008799999999995,-0.3876489648316609,0.17262912200631708,0,1,3.9471427278514497,3.5594937630197885,4.1197718498577665,0.0,0.375
145,pmfs_21_17,1.05727,-2.20088,0.2953382440846238,0.920278045011016,1,1,0.5325693034272354,0.8279075475118591,1.4528473484382511,0.875,0.8125
146,pmfs_21_18,1.05727,-1.90088,1.0202310761819713,0.22083433300855004,1,1,0.0835889459722492,1.1038200221542205,0.30442327898079924,0.9375,0.875
