environment_index,house,wind,source_index,source_id,target_index,paired_neighbor,rank_B0,rank_M,rank_ICRA_rank,rank_B2,rank_U,delta_pair_mark,delta_pair_U
1,House02,"3,5-1_slow",5,pmfs_2_37,1,pmfs_2_38,3,3,2,1,3,1.641975808790491,-5.8965226088397458
1,House02,"3,5-1_slow",5,pmfs_2_37,2,pmfs_2_38,3,3,2,1,3,3.174116461005184,2.9899733499219465
1,House02,"3,5-1_slow",5,pmfs_2_37,3,pmfs_2_38,1,1,2,1,1,1.955336399874696,22.534770876839367
2,House02,"4,5-3_slow",0,pmfs_12_20,0,pmfs_11_20,1,1,3,1,1,0.0052391273115333092,30.522176450057685
2,House02,"4,5-3_slow",0,pmfs_12_20,1,pmfs_11_20,1,1,3,1,1,-0.0041909673038063033,41.198690293290952
2,House02,"4,5-3_slow",0,pmfs_12_20,2,pmfs_11_20,1,1,3,1,1,0.06527877596161602,33.761515895740956
2,House02,"4,5-3_slow",0,pmfs_12_20,3,pmfs_11_20,1,1,3,1,1,0.068752355594952519,54.136597110407322
2,House02,"4,5-3_slow",1,pmfs_11_20,0,pmfs_12_20,2,2,4,2,1,-0.001595579510187406,35.917144173573213
2,House02,"4,5-3_slow",1,pmfs_11_20,1,pmfs_12_20,2,2,4,3,2,0,8.1086430772287947
2,House02,"4,5-3_slow",1,pmfs_11_20,2,pmfs_12_20,2,2,4,2,1,-0.036824069068011056,24.761754462943173
2,House02,"4,5-3_slow",1,pmfs_11_20,3,pmfs_12_20,2,2,4,2,2,0,-2.0839720139879461
2,House02,"4,5-3_slow",2,pmfs_1_1,0,pmfs_2_1,1,1,3,1,1,1.634157251807153,28.909725641861328
2,House02,"4,5-3_slow",2,pmfs_1_1,1,pmfs_2_1,1,1,3,1,1,2.0018769056247931,16.298677341993162
2,House02,"4,5-3_slow",2,pmfs_1_1,2,pmfs_2_1,1,1,3,1,1,0.82039958474563335,23.931656314250628
2,House02,"4,5-3_slow",2,pmfs_1_1,3,pmfs_2_1,1,1,3,1,1,0,-1.9000764760145152
2,House02,"4,5-3_slow",3,pmfs_2_1,0,pmfs_1_1,2,2,3,2,2,-1.9281040415774839,-8.7879553849575949
2,House02,"4,5-3_slow",3,pmfs_2_1,1,pmfs_1_1,2,2,3,2,2,-0.99707841204537928,-3.9203179088483733
2,House02,"4,5-3_slow",3,pmfs_2_1,2,pmfs_1_1,2,2,3,2,2,-0.75871807636190169,-5.5524952375251644
2,House02,"4,5-3_slow",3,pmfs_2_1,3,pmfs_1_1,2,2,3,2,1,-0.5902138575954794,8.4281592464017283
2,House02,"4,5-3_slow",4,pmfs_2_38,0,pmfs_2_37,2,2,1,1,2,0.58754844838365017,4.7883127426762222
2,House02,"4,5-3_slow",4,pmfs_2_38,1,pmfs_2_37,2,2,1,1,1,0.65787167212421593,11.251401023277552
2,House02,"4,5-3_slow",4,pmfs_2_38,2,pmfs_2_37,2,2,1,1,2,-0.25804399540572476,-15.319099581252498
2,House02,"4,5-3_slow",4,pmfs_2_38,3,pmfs_2_37,2,2,1,1,2,0.016505075915333123,-3.6031983579049083
2,House02,"4,5-3_slow",5,pmfs_2_37,0,pmfs_2_38,1,1,1,1,1,0.27009508730986198,34.172703065784418
2,House02,"4,5-3_slow",5,pmfs_2_37,1,pmfs_2_38,1,1,1,1,1,-0.08144999508749251,59.736794963559667
2,House02,"4,5-3_slow",5,pmfs_2_37,2,pmfs_2_38,1,1,1,2,1,-0.023291859615760302,-5.484884737972358
2,House02,"4,5-3_slow",5,pmfs_2_37,3,pmfs_2_38,1,1,1,2,1,-0.42492289966776298,-6.7339230866983577
