environment_index,house,wind,source_index,source_id,target_index,seed,cube_sha256,model,truth_nll,truth_rank,top1,top3,brier,mass_0p5m,mass_1m,expected_distance_m,map_distance_error_m,map_source_id,nearest_confusion,true_vs_nearest_logodds
0,House01,"1,3-2,4_fast",4,pmfs_27_1,0,1743007564,475a7a7fafaf7b2c95a7eb8274ffd3114f76ff0c320edbc2505185b5961ee068,MATCHED_BLOCK_DIAG,-0.0,1,1,1,0.0,1.0,1.0,7.197527492935319e-15,0.0,pmfs_27_1,0,81.84339855289775
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,640940692,104d121347d8c7dd742f8e221ee4e17d9ff4a65d9224b9320e2a7537aee4831f,MATCHED_BLOCK_DIAG,-0.0,1,1,1,0.0,1.0,1.0,3.606092655808687e-15,0.0,pmfs_27_1,0,79.2855488538669
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,459421915,80481cfb1373576a598e4a515d4f1b91dbd7b9ba96de6e3cb7774dc23bc21e0d,MATCHED_BLOCK_DIAG,-0.0,1,1,1,0.0,1.0,1.0,3.386046253371617e-15,0.0,pmfs_27_1,0,71.71846711996321
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,691240492,7b7b9338a269c8e92d83aa4aa103e403262494fa177c926e251ad3fbf14460ce,MATCHED_BLOCK_DIAG,1.7763568394002505e-15,1,1,1,0.0,0.9999999999999982,0.9999999999999982,1.8785312768967874e-14,0.0,pmfs_27_1,0,87.51359174062542
0,House01,"1,3-2,4_fast",5,pmfs_27_2,0,169204970,f95045e1b9293d7a67f7616bcb183316323bd3d895a051db9a70d8f3cd940acf,MATCHED_BLOCK_DIAG,1.1057821325266559e-11,1,1,1,0.0,0.9999999999889422,0.9999999999889422,1.1279215976474904e-10,0.0,pmfs_27_2,0,194.16955307158088
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,694263111,5b0770246cccb8bd0503d8a51ca8894bb4a9b8e0520c0fae3c76a015e69f9444,MATCHED_BLOCK_DIAG,2.2382096176443156e-13,1,1,1,0.0,0.9999999999997762,0.9999999999997762,2.2868077213567908e-12,0.0,pmfs_27_2,0,207.24379413110077
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,88925021,b1b4e0911b02ac177e839ead9d6dfb26837bf308143b8bd02c45d16d5dd70c95,MATCHED_BLOCK_DIAG,1.2789769243681803e-13,1,1,1,0.0,0.9999999999998721,0.9999999999998721,1.3071288786670008e-12,0.0,pmfs_27_2,0,128.5471444466284
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,12449631,40987f8c5127465b6b79b32d13935d8f5abc7b44008042cd6bfc1b77f85b5869,MATCHED_BLOCK_DIAG,4.778399897986674e-13,1,1,1,0.0,0.9999999999995222,0.9999999999995222,4.874514231311453e-12,0.0,pmfs_27_2,0,203.73102712757589
0,House01,"1,3-2,4_fast",0,pmfs_13_18,0,1518485619,a8a147aa71b340dcf6aa57e7f386963db577e14658935deaaa306f907a3d6c46,DIAG_COV,5.136277038946226,2,0,1,1.976550984703451,1.0000000000000002,1.0000000000000002,0.29823613850714875,0.2999999999999998,pmfs_13_19,1,-5.130380148101327
0,House01,"1,3-2,4_fast",0,pmfs_13_18,1,446612736,5ac451c9540d0535920bee4b2d3ea2a5d3b491e85dcf6609b46ce33ab3177611,DIAG_COV,0.0021753608519290424,1,1,1,9.443827311050867e-06,1.0000000000000007,1.0000000000000007,0.0006518989407853081,0.0,pmfs_13_18,0,6.12947284166885
0,House01,"1,3-2,4_fast",0,pmfs_13_18,2,1721139348,920e71eaa7775fe78c1b45b454531ac25288b5e82ae549a2885e229adb618629,DIAG_COV,0.0002117263208560871,1,1,1,8.963708975073814e-08,1.0000000000000002,1.0000000000000002,6.351117252619205e-05,0.0,pmfs_13_18,0,8.46011019160103
0,House01,"1,3-2,4_fast",0,pmfs_13_18,3,374231629,8e913a2b78e71a0af3a59e7025efc66b6b2579320ced7e3f8e17eae06c800948,DIAG_COV,0.01795229383822594,1,1,1,0.0006331184554955183,1.0000000000000002,1.0000000000000002,0.00533763341728341,0.0,pmfs_13_18,0,4.011047806363283
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,217234422,10e13f352c37d1a626d171a59b0df76e9e7a11c7756c0ae89ab06c3fd9259410,DIAG_COV,1.9850728365966575e-05,1,1,1,7.880871510934639e-10,0.9999999999999998,0.9999999999999998,5.955159402414434e-06,0.0,pmfs_13_19,0,10.82725993263318
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,802085035,861f3ae20c6248faf2e51c71a7523c201d631a093d5726406bfe3b78401fdef4,DIAG_COV,107.22162828615319,2,0,1,2.0,1.0,1.0,0.2999999999999998,0.2999999999999998,pmfs_13_18,1,-107.22162828615319
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,1669888489,d64a06fc80fd50901f3610bf6927413afa725237211a6191e40639bb58084e49,DIAG_COV,0.003112756319152865,1,1,1,1.931829262724616e-05,0.9999999999999991,0.9999999999999991,0.0009323750148014407,0.0,pmfs_13_19,0,5.770689887168871
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,460280753,16081dac72c5938a49a99f3e5ac299852ad413e7e34b66ba78fc7bd2c8256aef,DIAG_COV,7.380513977750525e-10,1,1,1,0.0,0.9999999999999992,0.9999999999999992,2.2141517973233325e-10,0.0,pmfs_13_19,0,21.02700873046366
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,127015129,fa2e2046d037dd12fbf1f618feffa15ceee79773f7221bb3c9520b2527b4c7eb,DIAG_COV,0.00037569062210707216,1,1,1,2.821808577913032e-07,1.0000000000000007,1.0000000000000007,0.0001126860177668942,0.0,pmfs_27_36,0,7.886556715622119
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,541959769,079fb769bb5812ed18046857dbd06c20c068376505428df1a1fd665ba837cf9f,DIAG_COV,0.00038568289077467455,1,1,1,2.973878685530451e-07,1.0000000000000004,1.0000000000000004,0.00011568255740698008,0.0,pmfs_27_36,0,7.860302204983105
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,1635641182,e702002172bb06c58774b149ec77a819599aab25c5794299f7a3b5e83510a487,DIAG_COV,0.0007205043042173287,1,1,1,1.0375051533451085e-06,1.0000000000000002,1.0000000000000002,0.00021607344099565983,0.0,pmfs_27_36,0,7.235198894828891
