phase	environment_index	house	wind	source_index	source_id	source_xyz	new_index	seed_key	requested_seed	run_dir
TARGET	1	House02	3,5-1_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	2	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_37|target_new_index=2	1309639428	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_37/target_02_seed_1309639428
TARGET	1	House02	3,5-1_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	3	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_37|target_new_index=3	1174235457	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_37/target_03_seed_1174235457
TARGET	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	0	JTD_E2|TARGET|environment_id=2|source_id=pmfs_12_20|target_new_index=0	326234327	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_12_20/target_00_seed_326234327
TARGET	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	1	JTD_E2|TARGET|environment_id=2|source_id=pmfs_12_20|target_new_index=1	598661194	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_12_20/target_01_seed_598661194
TARGET	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	2	JTD_E2|TARGET|environment_id=2|source_id=pmfs_12_20|target_new_index=2	185253124	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_12_20/target_02_seed_185253124
TARGET	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	3	JTD_E2|TARGET|environment_id=2|source_id=pmfs_12_20|target_new_index=3	999073116	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_12_20/target_03_seed_999073116
TARGET	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	0	JTD_E2|TARGET|environment_id=2|source_id=pmfs_11_20|target_new_index=0	668243042	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_11_20/target_00_seed_668243042
TARGET	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	1	JTD_E2|TARGET|environment_id=2|source_id=pmfs_11_20|target_new_index=1	1581118995	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_11_20/target_01_seed_1581118995
TARGET	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	2	JTD_E2|TARGET|environment_id=2|source_id=pmfs_11_20|target_new_index=2	1337763877	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_11_20/target_02_seed_1337763877
TARGET	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	3	JTD_E2|TARGET|environment_id=2|source_id=pmfs_11_20|target_new_index=3	337767630	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_11_20/target_03_seed_337767630
TARGET	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	0	JTD_E2|TARGET|environment_id=2|source_id=pmfs_1_1|target_new_index=0	1076061403	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_1_1/target_00_seed_1076061403
TARGET	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	1	JTD_E2|TARGET|environment_id=2|source_id=pmfs_1_1|target_new_index=1	1286375520	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_1_1/target_01_seed_1286375520
TARGET	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	2	JTD_E2|TARGET|environment_id=2|source_id=pmfs_1_1|target_new_index=2	1315895408	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_1_1/target_02_seed_1315895408
TARGET	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	3	JTD_E2|TARGET|environment_id=2|source_id=pmfs_1_1|target_new_index=3	1804272820	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_1_1/target_03_seed_1804272820
TARGET	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	0	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_1|target_new_index=0	1271544280	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_1/target_00_seed_1271544280
TARGET	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	1	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_1|target_new_index=1	100177818	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_1/target_01_seed_100177818
TARGET	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	2	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_1|target_new_index=2	6351049	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_1/target_02_seed_6351049
TARGET	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	3	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_1|target_new_index=3	650869335	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_1/target_03_seed_650869335
TARGET	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	0	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_38|target_new_index=0	1159849184	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_38/target_00_seed_1159849184
TARGET	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	1	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_38|target_new_index=1	116964418	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_38/target_01_seed_116964418
TARGET	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	2	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_38|target_new_index=2	153144426	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_38/target_02_seed_153144426
TARGET	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	3	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_38|target_new_index=3	1336169511	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_38/target_03_seed_1336169511
TARGET	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	0	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_37|target_new_index=0	576947609	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_37/target_00_seed_576947609
TARGET	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	1	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_37|target_new_index=1	840685351	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_37/target_01_seed_840685351
TARGET	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	2	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_37|target_new_index=2	651556680	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_37/target_02_seed_651556680
TARGET	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	3	JTD_E2|TARGET|environment_id=2|source_id=pmfs_2_37|target_new_index=3	20702800	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E2_House02/4,5-3_slow/pmfs_2_37/target_03_seed_20702800
