panel,pair_index,x_band,alignment_mean_diff,alignment_rms_diff,source_speed_mean_diff,source_speed_rms_diff,euclidean_mean_diff,euclidean_rms_diff
CENTRAL,51,1,0.06870109094592083,0.0034047973171466017,0.0,0.0,-0.03690697203096199,-0.015254745467323583
CENTRAL,52,1,0.07819127740936416,0.029356509009262344,0.0,0.0,-0.030428708160184614,-0.012585246641740655
CENTRAL,53,1,-0.1832070507813281,-0.06195044620143286,0.0,0.0,-0.03630036567375328,-0.009066910655595173
CENTRAL,54,2,0.07370618084753701,0.005589713835015497,0.0,0.0,-0.035186911306364976,0.00101019488577328
CENTRAL,55,2,-0.006372861336036113,0.0013264428169003084,0.0,0.0,-0.0243724481008583,-0.0030494492559090813
CENTRAL,56,2,0.03315737785373679,0.007491624395467689,0.0,0.0,-0.03060731676549612,-0.003175335498379811
CENTRAL,57,3,0.055037946912496305,-0.005343690867094297,0.0,0.0,-0.022324367837091005,0.006184858547230526
CENTRAL,58,3,-0.1558748873832947,0.01474132646273385,0.0,0.0,-0.023597097729792932,0.0019127346519800525
CENTRAL,59,3,0.15665789125733887,0.05351391719935794,0.0,0.0,-0.025365356173507242,0.007965526943676166
CENTRAL,60,0,0.03459442183055622,0.03893546653922475,0.0,0.0,-0.027403842984794508,-0.01614951205259965
CENTRAL,61,0,-0.020355300822541687,0.006251713420992289,0.0,0.0,-0.019160658053989005,-0.01752486146927934
CENTRAL,62,0,-0.005341508777134213,0.05648229702254659,0.0,0.0,-0.028513734752061107,-0.018435034437302378
CENTRAL,63,1,0.11665991915542694,-0.03759765128416226,0.0,0.0,-0.03641442526334562,-0.014466516143894048
CENTRAL,64,1,0.04926935389925444,0.024417146423332148,0.0,0.0,-0.02736265937511264,-0.011698754529431366
CENTRAL,65,1,-0.19317810614238984,-0.06350898565882623,0.0,0.0,-0.033816835004459686,-0.0098910146016232
CENTRAL,66,2,0.07996366451448353,0.005476187393574361,0.0,0.0,-0.03458559587654803,0.0006983569593680683
CENTRAL,67,2,-0.08359237402678588,-0.011439738732201943,0.0,0.0,-0.024554294941877428,-0.003067873273652849
CENTRAL,68,2,0.0776970020899127,0.01549414497016266,0.0,0.0,-0.029471129631679187,-0.0019995357148291093
CENTRAL,69,3,0.13480433615067466,0.02311201688759401,0.0,0.0,-0.019647493023332588,0.007896972092888338
CENTRAL,70,3,-0.17416559802587417,0.03712418735373335,0.0,0.0,-0.02547222320722134,0.0016819668994638437
CENTRAL,71,3,0.16793313668204968,0.05035068000289189,0.0,0.0,-0.028296364472825353,0.008558443132373
CENTRAL,72,0,0.00857026658808216,0.03764051897571141,0.0,0.0,-0.023116755352446255,-0.011561450022239017
CENTRAL,73,0,0.06258818920341902,-0.022057456902212058,0.0,0.0,-0.019673855167520987,-0.013666572619890821
CENTRAL,74,0,-0.04196345238984415,0.0382869888680436,0.0,0.0,-0.028456834037072026,-0.01611993362004277
CENTRAL,75,1,0.125731195310678,-0.050205399494384295,0.0,0.0,-0.03260731175830327,-0.008600773864305356
CENTRAL,76,1,0.028891450043196598,0.004019284875922402,0.0,0.0,-0.027492389786836068,-0.0053706282556197915
CENTRAL,77,1,-0.19275302442961198,-0.04752131570729046,0.0,0.0,-0.030854279337011292,-0.00691292912584951
CENTRAL,78,2,0.16014490279151167,-0.022314139144435696,0.0,0.0,-0.032165552373143634,0.0035737749679154163
CENTRAL,79,2,-0.09816889116182786,-0.008838257095723057,0.0,0.0,-0.025882295220009732,0.0013909642816710421
CENTRAL,80,2,0.053619655578957266,0.006691705053908814,0.0,0.0,-0.027541860932944723,0.002201640542488892
CENTRAL,81,3,0.12517318719126863,0.04374779420273733,0.0,0.0,-0.02106264309695642,0.011051397968000393
CENTRAL,82,3,-0.13296059573778718,0.0027373935252404946,0.0,0.0,-0.02965798261239344,0.0056338250089816855
CENTRAL,83,3,-0.0310626385851376,-0.025291960759937615,0.0,0.0,-0.028340600719115178,0.011693313090321344
OFFSTRIP,0,OFFSTRIP,-0.0032907667424378825,0.020957084227112066,0.0,0.0,0.023195413412487723,0.0012242665716740986
OFFSTRIP,1,OFFSTRIP,-0.0879617623068607,-0.009745025194374257,0.0,0.0,-0.031193712557865683,-0.01568480953755222
OFFSTRIP,2,OFFSTRIP,0.03058503129906595,0.1627977486288535,0.0,0.0,-0.01095640408575499,0.002509467587860914
