cell_index,grid_i,grid_j,x,y,occupancy
473,14,17,-1.0427298545837402,-2.2008800506591797,Free
474,15,17,-0.74273014068603516,-2.2008800506591797,Free
475,16,17,-0.44272994995117188,-2.2008800506591797,Free
476,17,17,-0.1427302360534668,-2.2008800506591797,Free
477,18,17,0.15726995468139648,-2.2008800506591797,Free
478,19,17,0.45727014541625977,-2.2008800506591797,Free
479,20,17,0.75726985931396484,-2.2008800506591797,Free
480,21,17,1.0572700500488281,-2.2008800506591797,Free
481,22,17,1.3572702407836914,-2.2008800506591797,Free
482,23,17,1.6572699546813965,-2.2008800506591797,Free
483,24,17,1.9572701454162598,-2.2008800506591797,Free
484,25,17,2.2572698593139648,-2.2008800506591797,Free
485,26,17,2.5572700500488281,-2.2008800506591797,Free
486,0,18,-5.2427301406860352,-1.9008798599243164,Obstacle
487,1,18,-4.9427304267883301,-1.9008798599243164,Free
488,2,18,-4.6427302360534668,-1.9008798599243164,Free
489,3,18,-4.3427300453186035,-1.9008798599243164,Free
490,4,18,-4.0427303314208984,-1.9008798599243164,Free
491,5,18,-3.7427301406860352,-1.9008798599243164,Free
492,6,18,-3.442730188369751,-1.9008798599243164,Free
493,7,18,-3.1427302360534668,-1.9008798599243164,Free
494,8,18,-2.8427300453186035,-1.9008798599243164,Free
495,9,18,-2.5427300930023193,-1.9008798599243164,Free
496,10,18,-2.2427301406860352,-1.9008798599243164,Free
497,11,18,-1.942730188369751,-1.9008798599243164,Free
498,12,18,-1.6427299976348877,-1.9008798599243164,Free
499,13,18,-1.3427300453186035,-1.9008798599243164,Free
500,14,18,-1.0427298545837402,-1.9008798599243164,Free
501,15,18,-0.74273014068603516,-1.9008798599243164,Free
502,16,18,-0.44272994995117188,-1.9008798599243164,Free
503,17,18,-0.1427302360534668,-1.9008798599243164,Free
504,18,18,0.15726995468139648,-1.9008798599243164,Free
505,19,18,0.45727014541625977,-1.9008798599243164,Free
506,20,18,0.75726985931396484,-1.9008798599243164,Free
507,21,18,1.0572700500488281,-1.9008798599243164,Free
508,22,18,1.3572702407836914,-1.9008798599243164,Free
509,23,18,1.6572699546813965,-1.9008798599243164,Free
510,24,18,1.9572701454162598,-1.9008798599243164,Free
511,25,18,2.2572698593139648,-1.9008798599243164,Free
512,26,18,2.5572700500488281,-1.9008798599243164,Free
513,0,19,-5.2427301406860352,-1.6008796691894531,Obstacle
514,1,19,-4.9427304267883301,-1.6008796691894531,Obstacle
515,2,19,-4.6427302360534668,-1.6008796691894531,Obstacle
516,3,19,-4.3427300453186035,-1.6008796691894531,Free
517,4,19,-4.0427303314208984,-1.6008796691894531,Free
518,5,19,-3.7427301406860352,-1.6008796691894531,Free
519,6,19,-3.442730188369751,-1.6008796691894531,Free
520,7,19,-3.1427302360534668,-1.6008796691894531,Free
521,8,19,-2.8427300453186035,-1.6008796691894531,Free
522,9,19,-2.5427300930023193,-1.6008796691894531,Free
523,10,19,-2.2427301406860352,-1.6008796691894531,Free
524,11,19,-1.942730188369751,-1.6008796691894531,Free
525,12,19,-1.6427299976348877,-1.6008796691894531,Free
526,13,19,-1.3427300453186035,-1.6008796691894531,Free
527,14,19,-1.0427298545837402,-1.6008796691894531,Obstacle
528,15,19,-0.74273014068603516,-1.6008796691894531,Obstacle
529,16,19,-0.44272994995117188,-1.6008796691894531,Obstacle
530,17,19,-0.1427302360534668,-1.6008796691894531,Obstacle
531,18,19,0.15726995468139648,-1.6008796691894531,Obstacle
532,19,19,0.45727014541625977,-1.6008796691894531,Obstacle
533,20,19,0.75726985931396484,-1.6008796691894531,Obstacle
534,21,19,1.0572700500488281,-1.6008796691894531,Obstacle
535,22,19,1.3572702407836914,-1.6008796691894531,Obstacle
536,23,19,1.6572699546813965,-1.6008796691894531,Obstacle
537,24,19,1.9572701454162598,-1.6008796691894531,Obstacle
538,25,19,2.2572698593139648,-1.6008796691894531,Obstacle
539,26,19,2.5572700500488281,-1.6008796691894531,Obstacle
540,0,20,-5.2427301406860352,-1.300879955291748,Obstacle
541,1,20,-4.9427304267883301,-1.300879955291748,Obstacle
542,2,20,-4.6427302360534668,-1.300879955291748,Obstacle
543,3,20,-4.3427300453186035,-1.300879955291748,Free
544,4,20,-4.0427303314208984,-1.300879955291748,Free
545,5,20,-3.7427301406860352,-1.300879955291748,Free
546,6,20,-3.442730188369751,-1.300879955291748,Free
547,7,20,-3.1427302360534668,-1.300879955291748,Free
548,8,20,-2.8427300453186035,-1.300879955291748,Free
549,9,20,-2.5427300930023193,-1.300879955291748,Free
550,10,20,-2.2427301406860352,-1.300879955291748,Free
551,11,20,-1.942730188369751,-1.300879955291748,Free
552,12,20,-1.6427299976348877,-1.300879955291748,Free
553,13,20,-1.3427300453186035,-1.300879955291748,Free
554,14,20,-1.0427298545837402,-1.300879955291748,Obstacle
555,15,20,-0.74273014068603516,-1.300879955291748,Obstacle
556,16,20,-0.44272994995117188,-1.300879955291748,Obstacle
557,17,20,-0.1427302360534668,-1.300879955291748,Obstacle
558,18,20,0.15726995468139648,-1.300879955291748,Obstacle
559,19,20,0.45727014541625977,-1.300879955291748,Obstacle
560,20,20,0.75726985931396484,-1.300879955291748,Obstacle
561,21,20,1.0572700500488281,-1.300879955291748,Obstacle
562,22,20,1.3572702407836914,-1.300879955291748,Obstacle
563,23,20,1.6572699546813965,-1.300879955291748,Obstacle
564,24,20,1.9572701454162598,-1.300879955291748,Obstacle
565,25,20,2.2572698593139648,-1.300879955291748,Obstacle
566,26,20,2.5572700500488281,-1.300879955291748,Obstacle
567,0,21,-5.2427301406860352,-1.0008797645568848,Obstacle
568,1,21,-4.9427304267883301,-1.0008797645568848,Obstacle
569,2,21,-4.6427302360534668,-1.0008797645568848,Obstacle
570,3,21,-4.3427300453186035,-1.0008797645568848,Free
571,4,21,-4.0427303314208984,-1.0008797645568848,Free
572,5,21,-3.7427301406860352,-1.0008797645568848,Free
573,6,21,-3.442730188369751,-1.0008797645568848,Free
574,7,21,-3.1427302360534668,-1.0008797645568848,Free
575,8,21,-2.8427300453186035,-1.0008797645568848,Free
576,9,21,-2.5427300930023193,-1.0008797645568848,Free
577,10,21,-2.2427301406860352,-1.0008797645568848,Free
578,11,21,-1.942730188369751,-1.0008797645568848,Free
579,12,21,-1.6427299976348877,-1.0008797645568848,Free
580,13,21,-1.3427300453186035,-1.0008797645568848,Free
581,14,21,-1.0427298545837402,-1.0008797645568848,Obstacle
582,15,21,-0.74273014068603516,-1.0008797645568848,Obstacle
583,16,21,-0.44272994995117188,-1.0008797645568848,Free
584,17,21,-0.1427302360534668,-1.0008797645568848,Free
585,18,21,0.15726995468139648,-1.0008797645568848,Free
586,19,21,0.45727014541625977,-1.0008797645568848,Free
587,20,21,0.75726985931396484,-1.0008797645568848,Free
588,21,21,1.0572700500488281,-1.0008797645568848,Free
589,22,21,1.3572702407836914,-1.0008797645568848,Free
590,23,21,1.6572699546813965,-1.0008797645568848,Free
591,24,21,1.9572701454162598,-1.0008797645568848,Obstacle
592,25,21,2.2572698593139648,-1.0008797645568848,Obstacle
593,26,21,2.5572700500488281,-1.0008797645568848,Obstacle
594,0,22,-5.2427301406860352,-0.70087957382202148,Obstacle
595,1,22,-4.9427304267883301,-0.70087957382202148,Obstacle
596,2,22,-4.6427302360534668,-0.70087957382202148,Obstacle
597,3,22,-4.3427300453186035,-0.70087957382202148,Obstacle
598,4,22,-4.0427303314208984,-0.70087957382202148,Obstacle
599,5,22,-3.7427301406860352,-0.70087957382202148,Obstacle
600,6,22,-3.442730188369751,-0.70087957382202148,Obstacle
601,7,22,-3.1427302360534668,-0.70087957382202148,Obstacle
602,8,22,-2.8427300453186035,-0.70087957382202148,Obstacle
603,9,22,-2.5427300930023193,-0.70087957382202148,Obstacle
604,10,22,-2.2427301406860352,-0.70087957382202148,Obstacle
605,11,22,-1.942730188369751,-0.70087957382202148,Obstacle
606,12,22,-1.6427299976348877,-0.70087957382202148,Free
607,13,22,-1.3427300453186035,-0.70087957382202148,Free
608,14,22,-1.0427298545837402,-0.70087957382202148,Obstacle
609,15,22,-0.74273014068603516,-0.70087957382202148,Obstacle
610,16,22,-0.44272994995117188,-0.70087957382202148,Free
611,17,22,-0.1427302360534668,-0.70087957382202148,Free
612,18,22,0.15726995468139648,-0.70087957382202148,Free
613,19,22,0.45727014541625977,-0.70087957382202148,Free
614,20,22,0.75726985931396484,-0.70087957382202148,Free
615,21,22,1.0572700500488281,-0.70087957382202148,Free
616,22,22,1.3572702407836914,-0.70087957382202148,Free
617,23,22,1.6572699546813965,-0.70087957382202148,Free
618,24,22,1.9572701454162598,-0.70087957382202148,Obstacle
619,25,22,2.2572698593139648,-0.70087957382202148,Obstacle
620,26,22,2.5572700500488281,-0.70087957382202148,Obstacle
621,0,23,-5.2427301406860352,-0.40087985992431641,Obstacle
622,1,23,-4.9427304267883301,-0.40087985992431641,Obstacle
623,2,23,-4.6427302360534668,-0.40087985992431641,Obstacle
624,3,23,-4.3427300453186035,-0.40087985992431641,Obstacle
625,4,23,-4.0427303314208984,-0.40087985992431641,Obstacle
626,5,23,-3.7427301406860352,-0.40087985992431641,Obstacle
627,6,23,-3.442730188369751,-0.40087985992431641,Obstacle
628,7,23,-3.1427302360534668,-0.40087985992431641,Obstacle
629,8,23,-2.8427300453186035,-0.40087985992431641,Obstacle
630,9,23,-2.5427300930023193,-0.40087985992431641,Obstacle
631,10,23,-2.2427301406860352,-0.40087985992431641,Obstacle
632,11,23,-1.942730188369751,-0.40087985992431641,Obstacle
633,12,23,-1.6427299976348877,-0.40087985992431641,Free
634,13,23,-1.3427300453186035,-0.40087985992431641,Free
635,14,23,-1.0427298545837402,-0.40087985992431641,Obstacle
636,15,23,-0.74273014068603516,-0.40087985992431641,Obstacle
637,16,23,-0.44272994995117188,-0.40087985992431641,Free
638,17,23,-0.1427302360534668,-0.40087985992431641,Free
639,18,23,0.15726995468139648,-0.40087985992431641,Free
640,19,23,0.45727014541625977,-0.40087985992431641,Free
641,20,23,0.75726985931396484,-0.40087985992431641,Free
642,21,23,1.0572700500488281,-0.40087985992431641,Free
643,22,23,1.3572702407836914,-0.40087985992431641,Free
644,23,23,1.6572699546813965,-0.40087985992431641,Free
645,24,23,1.9572701454162598,-0.40087985992431641,Obstacle
646,25,23,2.2572698593139648,-0.40087985992431641,Obstacle
647,26,23,2.5572700500488281,-0.40087985992431641,Obstacle
648,0,24,-5.2427301406860352,-0.10087966918945312,Obstacle
649,1,24,-4.9427304267883301,-0.10087966918945312,Obstacle
650,2,24,-4.6427302360534668,-0.10087966918945312,Obstacle
651,3,24,-4.3427300453186035,-0.10087966918945312,Obstacle
652,4,24,-4.0427303314208984,-0.10087966918945312,Obstacle
653,5,24,-3.7427301406860352,-0.10087966918945312,Obstacle
654,6,24,-3.442730188369751,-0.10087966918945312,Free
655,7,24,-3.1427302360534668,-0.10087966918945312,Free
656,8,24,-2.8427300453186035,-0.10087966918945312,Free
657,9,24,-2.5427300930023193,-0.10087966918945312,Free
658,10,24,-2.2427301406860352,-0.10087966918945312,Obstacle
659,11,24,-1.942730188369751,-0.10087966918945312,Obstacle
660,12,24,-1.6427299976348877,-0.10087966918945312,Free
661,13,24,-1.3427300453186035,-0.10087966918945312,Free
662,14,24,-1.0427298545837402,-0.10087966918945312,Obstacle
663,15,24,-0.74273014068603516,-0.10087966918945312,Obstacle
664,16,24,-0.44272994995117188,-0.10087966918945312,Free
665,17,24,-0.1427302360534668,-0.10087966918945312,Free
666,18,24,0.15726995468139648,-0.10087966918945312,Free
667,19,24,0.45727014541625977,-0.10087966918945312,Free
668,20,24,0.75726985931396484,-0.10087966918945312,Free
669,21,24,1.0572700500488281,-0.10087966918945312,Free
670,22,24,1.3572702407836914,-0.10087966918945312,Free
671,23,24,1.6572699546813965,-0.10087966918945312,Free
672,24,24,1.9572701454162598,-0.10087966918945312,Obstacle
673,25,24,2.2572698593139648,-0.10087966918945312,Obstacle
674,26,24,2.5572700500488281,-0.10087966918945312,Obstacle
675,0,25,-5.2427301406860352,0.19912004470825195,Obstacle
676,1,25,-4.9427304267883301,0.19912004470825195,Obstacle
677,2,25,-4.6427302360534668,0.19912004470825195,Obstacle
678,3,25,-4.3427300453186035,0.19912004470825195,Obstacle
679,4,25,-4.0427303314208984,0.19912004470825195,Obstacle
680,5,25,-3.7427301406860352,0.19912004470825195,Obstacle
681,6,25,-3.442730188369751,0.19912004470825195,Free
682,7,25,-3.1427302360534668,0.19912004470825195,Free
683,8,25,-2.8427300453186035,0.19912004470825195,Free
684,9,25,-2.5427300930023193,0.19912004470825195,Free
685,10,25,-2.2427301406860352,0.19912004470825195,Free
686,11,25,-1.942730188369751,0.19912004470825195,Free
687,12,25,-1.6427299976348877,0.19912004470825195,Free
688,13,25,-1.3427300453186035,0.19912004470825195,Free
689,14,25,-1.0427298545837402,0.19912004470825195,Free
690,15,25,-0.74273014068603516,0.19912004470825195,Free
691,16,25,-0.44272994995117188,0.19912004470825195,Free
692,17,25,-0.1427302360534668,0.19912004470825195,Free
693,18,25,0.15726995468139648,0.19912004470825195,Free
694,19,25,0.45727014541625977,0.19912004470825195,Free
695,20,25,0.75726985931396484,0.19912004470825195,Free
696,21,25,1.0572700500488281,0.19912004470825195,Free
697,22,25,1.3572702407836914,0.19912004470825195,Free
698,23,25,1.6572699546813965,0.19912004470825195,Free
699,24,25,1.9572701454162598,0.19912004470825195,Obstacle
700,25,25,2.2572698593139648,0.19912004470825195,Obstacle
701,26,25,2.5572700500488281,0.19912004470825195,Obstacle
702,0,26,-5.2427301406860352,0.49912023544311523,Obstacle
703,1,26,-4.9427304267883301,0.49912023544311523,Free
704,2,26,-4.6427302360534668,0.49912023544311523,Free
705,3,26,-4.3427300453186035,0.49912023544311523,Free
706,4,26,-4.0427303314208984,0.49912023544311523,Free
707,5,26,-3.7427301406860352,0.49912023544311523,Free
708,6,26,-3.442730188369751,0.49912023544311523,Free
709,7,26,-3.1427302360534668,0.49912023544311523,Free
710,8,26,-2.8427300453186035,0.49912023544311523,Free
711,9,26,-2.5427300930023193,0.49912023544311523,Free
712,10,26,-2.2427301406860352,0.49912023544311523,Obstacle
713,11,26,-1.942730188369751,0.49912023544311523,Obstacle
714,12,26,-1.6427299976348877,0.49912023544311523,Free
715,13,26,-1.3427300453186035,0.49912023544311523,Free
716,14,26,-1.0427298545837402,0.49912023544311523,Obstacle
717,15,26,-0.74273014068603516,0.49912023544311523,Obstacle
718,16,26,-0.44272994995117188,0.49912023544311523,Free
719,17,26,-0.1427302360534668,0.49912023544311523,Free
720,18,26,0.15726995468139648,0.49912023544311523,Free
721,19,26,0.45727014541625977,0.49912023544311523,Free
722,20,26,0.75726985931396484,0.49912023544311523,Free
723,21,26,1.0572700500488281,0.49912023544311523,Free
724,22,26,1.3572702407836914,0.49912023544311523,Free
725,23,26,1.6572699546813965,0.49912023544311523,Free
726,24,26,1.9572701454162598,0.49912023544311523,Obstacle
727,25,26,2.2572698593139648,0.49912023544311523,Obstacle
728,26,26,2.5572700500488281,0.49912023544311523,Obstacle
729,0,27,-5.2427301406860352,0.79911994934082031,Obstacle
730,1,27,-4.9427304267883301,0.79911994934082031,Free
731,2,27,-4.6427302360534668,0.79911994934082031,Free
732,3,27,-4.3427300453186035,0.79911994934082031,Free
733,4,27,-4.0427303314208984,0.79911994934082031,Free
734,5,27,-3.7427301406860352,0.79911994934082031,Free
735,6,27,-3.442730188369751,0.79911994934082031,Free
736,7,27,-3.1427302360534668,0.79911994934082031,Free
737,8,27,-2.8427300453186035,0.79911994934082031,Free
738,9,27,-2.5427300930023193,0.79911994934082031,Free
739,10,27,-2.2427301406860352,0.79911994934082031,Obstacle
740,11,27,-1.942730188369751,0.79911994934082031,Obstacle
741,12,27,-1.6427299976348877,0.79911994934082031,Free
742,13,27,-1.3427300453186035,0.79911994934082031,Free
743,14,27,-1.0427298545837402,0.79911994934082031,Obstacle
744,15,27,-0.74273014068603516,0.79911994934082031,Obstacle
745,16,27,-0.44272994995117188,0.79911994934082031,Obstacle
746,17,27,-0.1427302360534668,0.79911994934082031,Obstacle
747,18,27,0.15726995468139648,0.79911994934082031,Obstacle
748,19,27,0.45727014541625977,0.79911994934082031,Obstacle
749,20,27,0.75726985931396484,0.79911994934082031,Obstacle
750,21,27,1.0572700500488281,0.79911994934082031,Obstacle
751,22,27,1.3572702407836914,0.79911994934082031,Obstacle
752,23,27,1.6572699546813965,0.79911994934082031,Obstacle
753,24,27,1.9572701454162598,0.79911994934082031,Obstacle
754,25,27,2.2572698593139648,0.79911994934082031,Obstacle
755,26,27,2.5572700500488281,0.79911994934082031,Obstacle
756,0,28,-5.2427301406860352,1.0991201400756836,Obstacle
757,1,28,-4.9427304267883301,1.0991201400756836,Free
758,2,28,-4.6427302360534668,1.0991201400756836,Free
759,3,28,-4.3427300453186035,1.0991201400756836,Free
760,4,28,-4.0427303314208984,1.0991201400756836,Free
761,5,28,-3.7427301406860352,1.0991201400756836,Free
762,6,28,-3.442730188369751,1.0991201400756836,Free
763,7,28,-3.1427302360534668,1.0991201400756836,Free
764,8,28,-2.8427300453186035,1.0991201400756836,Free
765,9,28,-2.5427300930023193,1.0991201400756836,Free
766,10,28,-2.2427301406860352,1.0991201400756836,Obstacle
767,11,28,-1.942730188369751,1.0991201400756836,Obstacle
768,12,28,-1.6427299976348877,1.0991201400756836,Free
769,13,28,-1.3427300453186035,1.0991201400756836,Free
770,14,28,-1.0427298545837402,1.0991201400756836,Obstacle
771,15,28,-0.74273014068603516,1.0991201400756836,Obstacle
772,16,28,-0.44272994995117188,1.0991201400756836,Obstacle
773,17,28,-0.1427302360534668,1.0991201400756836,Obstacle
774,18,28,0.15726995468139648,1.0991201400756836,Obstacle
775,19,28,0.45727014541625977,1.0991201400756836,Obstacle
776,20,28,0.75726985931396484,1.0991201400756836,Obstacle
777,21,28,1.0572700500488281,1.0991201400756836,Obstacle
778,22,28,1.3572702407836914,1.0991201400756836,Obstacle
779,23,28,1.6572699546813965,1.0991201400756836,Obstacle
780,24,28,1.9572701454162598,1.0991201400756836,Obstacle
781,25,28,2.2572698593139648,1.0991201400756836,Obstacle
782,26,28,2.5572700500488281,1.0991201400756836,Obstacle
783,0,29,-5.2427301406860352,1.3991203308105469,Obstacle
784,1,29,-4.9427304267883301,1.3991203308105469,Free
785,2,29,-4.6427302360534668,1.3991203308105469,Free
786,3,29,-4.3427300453186035,1.3991203308105469,Free
787,4,29,-4.0427303314208984,1.3991203308105469,Free
788,5,29,-3.7427301406860352,1.3991203308105469,Free
789,6,29,-3.442730188369751,1.3991203308105469,Free
790,7,29,-3.1427302360534668,1.3991203308105469,Free
791,8,29,-2.8427300453186035,1.3991203308105469,Free
792,9,29,-2.5427300930023193,1.3991203308105469,Free
793,10,29,-2.2427301406860352,1.3991203308105469,Obstacle
794,11,29,-1.942730188369751,1.3991203308105469,Obstacle
795,12,29,-1.6427299976348877,1.3991203308105469,Free
796,13,29,-1.3427300453186035,1.3991203308105469,Free
797,14,29,-1.0427298545837402,1.3991203308105469,Free
798,15,29,-0.74273014068603516,1.3991203308105469,Free
799,16,29,-0.44272994995117188,1.3991203308105469,Free
800,17,29,-0.1427302360534668,1.3991203308105469,Free
801,18,29,0.15726995468139648,1.3991203308105469,Free
802,19,29,0.45727014541625977,1.3991203308105469,Free
803,20,29,0.75726985931396484,1.3991203308105469,Obstacle
804,21,29,1.0572700500488281,1.3991203308105469,Obstacle
805,22,29,1.3572702407836914,1.3991203308105469,Obstacle
806,23,29,1.6572699546813965,1.3991203308105469,Obstacle
807,24,29,1.9572701454162598,1.3991203308105469,Free
808,25,29,2.2572698593139648,1.3991203308105469,Free
809,26,29,2.5572700500488281,1.3991203308105469,Free
810,0,30,-5.2427301406860352,1.6991205215454102,Obstacle
811,1,30,-4.9427304267883301,1.6991205215454102,Free
812,2,30,-4.6427302360534668,1.6991205215454102,Free
813,3,30,-4.3427300453186035,1.6991205215454102,Free
814,4,30,-4.0427303314208984,1.6991205215454102,Free
815,5,30,-3.7427301406860352,1.6991205215454102,Free
816,6,30,-3.442730188369751,1.6991205215454102,Free
817,7,30,-3.1427302360534668,1.6991205215454102,Free
818,8,30,-2.8427300453186035,1.6991205215454102,Free
819,9,30,-2.5427300930023193,1.6991205215454102,Free
820,10,30,-2.2427301406860352,1.6991205215454102,Obstacle
821,11,30,-1.942730188369751,1.6991205215454102,Obstacle
822,12,30,-1.6427299976348877,1.6991205215454102,Free
823,13,30,-1.3427300453186035,1.6991205215454102,Free
824,14,30,-1.0427298545837402,1.6991205215454102,Free
825,15,30,-0.74273014068603516,1.6991205215454102,Free
826,16,30,-0.44272994995117188,1.6991205215454102,Free
827,17,30,-0.1427302360534668,1.6991205215454102,Free
828,18,30,0.15726995468139648,1.6991205215454102,Free
829,19,30,0.45727014541625977,1.6991205215454102,Free
830,20,30,0.75726985931396484,1.6991205215454102,Obstacle
831,21,30,1.0572700500488281,1.6991205215454102,Obstacle
832,22,30,1.3572702407836914,1.6991205215454102,Obstacle
833,23,30,1.6572699546813965,1.6991205215454102,Obstacle
834,24,30,1.9572701454162598,1.6991205215454102,Free
835,25,30,2.2572698593139648,1.6991205215454102,Free
836,26,30,2.5572700500488281,1.6991205215454102,Free
837,0,31,-5.2427301406860352,1.9991207122802734,Obstacle
838,1,31,-4.9427304267883301,1.9991207122802734,Free
839,2,31,-4.6427302360534668,1.9991207122802734,Free
840,3,31,-4.3427300453186035,1.9991207122802734,Free
841,4,31,-4.0427303314208984,1.9991207122802734,Free
842,5,31,-3.7427301406860352,1.9991207122802734,Free
843,6,31,-3.442730188369751,1.9991207122802734,Free
844,7,31,-3.1427302360534668,1.9991207122802734,Free
845,8,31,-2.8427300453186035,1.9991207122802734,Free
846,9,31,-2.5427300930023193,1.9991207122802734,Free
847,10,31,-2.2427301406860352,1.9991207122802734,Obstacle
848,11,31,-1.942730188369751,1.9991207122802734,Obstacle
849,12,31,-1.6427299976348877,1.9991207122802734,Free
850,13,31,-1.3427300453186035,1.9991207122802734,Free
851,14,31,-1.0427298545837402,1.9991207122802734,Free
852,15,31,-0.74273014068603516,1.9991207122802734,Free
853,16,31,-0.44272994995117188,1.9991207122802734,Free
854,17,31,-0.1427302360534668,1.9991207122802734,Free
855,18,31,0.15726995468139648,1.9991207122802734,Free
856,19,31,0.45727014541625977,1.9991207122802734,Free
857,20,31,0.75726985931396484,1.9991207122802734,Free
858,21,31,1.0572700500488281,1.9991207122802734,Free
859,22,31,1.3572702407836914,1.9991207122802734,Free
860,23,31,1.6572699546813965,1.9991207122802734,Free
861,24,31,1.9572701454162598,1.9991207122802734,Free
862,25,31,2.2572698593139648,1.9991207122802734,Free
863,26,31,2.5572700500488281,1.9991207122802734,Free
864,0,32,-5.2427301406860352,2.2991199493408203,Obstacle
865,1,32,-4.9427304267883301,2.2991199493408203,Free
866,2,32,-4.6427302360534668,2.2991199493408203,Free
867,3,32,-4.3427300453186035,2.2991199493408203,Free
868,4,32,-4.0427303314208984,2.2991199493408203,Free
869,5,32,-3.7427301406860352,2.2991199493408203,Free
870,6,32,-3.442730188369751,2.2991199493408203,Free
871,7,32,-3.1427302360534668,2.2991199493408203,Free
872,8,32,-2.8427300453186035,2.2991199493408203,Free
873,9,32,-2.5427300930023193,2.2991199493408203,Free
874,10,32,-2.2427301406860352,2.2991199493408203,Obstacle
875,11,32,-1.942730188369751,2.2991199493408203,Obstacle
876,12,32,-1.6427299976348877,2.2991199493408203,Obstacle
877,13,32,-1.3427300453186035,2.2991199493408203,Obstacle
878,14,32,-1.0427298545837402,2.2991199493408203,Free
879,15,32,-0.74273014068603516,2.2991199493408203,Free
880,16,32,-0.44272994995117188,2.2991199493408203,Free
881,17,32,-0.1427302360534668,2.2991199493408203,Free
882,18,32,0.15726995468139648,2.2991199493408203,Free
883,19,32,0.45727014541625977,2.2991199493408203,Free
884,20,32,0.75726985931396484,2.2991199493408203,Free
885,21,32,1.0572700500488281,2.2991199493408203,Free
886,22,32,1.3572702407836914,2.2991199493408203,Free
887,23,32,1.6572699546813965,2.2991199493408203,Free
888,24,32,1.9572701454162598,2.2991199493408203,Free
889,25,32,2.2572698593139648,2.2991199493408203,Free
890,26,32,2.5572700500488281,2.2991199493408203,Free
891,0,33,-5.2427301406860352,2.5991201400756836,Obstacle
892,1,33,-4.9427304267883301,2.5991201400756836,Free
893,2,33,-4.6427302360534668,2.5991201400756836,Free
894,3,33,-4.3427300453186035,2.5991201400756836,Free
895,4,33,-4.0427303314208984,2.5991201400756836,Free
896,5,33,-3.7427301406860352,2.5991201400756836,Free
897,6,33,-3.442730188369751,2.5991201400756836,Free
898,7,33,-3.1427302360534668,2.5991201400756836,Free
899,8,33,-2.8427300453186035,2.5991201400756836,Free
900,9,33,-2.5427300930023193,2.5991201400756836,Free
901,10,33,-2.2427301406860352,2.5991201400756836,Obstacle
902,11,33,-1.942730188369751,2.5991201400756836,Obstacle
903,12,33,-1.6427299976348877,2.5991201400756836,Obstacle
904,13,33,-1.3427300453186035,2.5991201400756836,Obstacle
905,14,33,-1.0427298545837402,2.5991201400756836,Free
906,15,33,-0.74273014068603516,2.5991201400756836,Free
907,16,33,-0.44272994995117188,2.5991201400756836,Free
908,17,33,-0.1427302360534668,2.5991201400756836,Free
909,18,33,0.15726995468139648,2.5991201400756836,Free
910,19,33,0.45727014541625977,2.5991201400756836,Free
911,20,33,0.75726985931396484,2.5991201400756836,Free
912,21,33,1.0572700500488281,2.5991201400756836,Free
913,22,33,1.3572702407836914,2.5991201400756836,Free
914,23,33,1.6572699546813965,2.5991201400756836,Free
915,24,33,1.9572701454162598,2.5991201400756836,Free
916,25,33,2.2572698593139648,2.5991201400756836,Free
917,26,33,2.5572700500488281,2.5991201400756836,Free
918,0,34,-5.2427301406860352,2.8991203308105469,Obstacle
919,1,34,-4.9427304267883301,2.8991203308105469,Free
920,2,34,-4.6427302360534668,2.8991203308105469,Free
921,3,34,-4.3427300453186035,2.8991203308105469,Free
922,4,34,-4.0427303314208984,2.8991203308105469,Free
923,5,34,-3.7427301406860352,2.8991203308105469,Free
924,6,34,-3.442730188369751,2.8991203308105469,Free
925,7,34,-3.1427302360534668,2.8991203308105469,Free
926,8,34,-2.8427300453186035,2.8991203308105469,Free
927,9,34,-2.5427300930023193,2.8991203308105469,Free
928,10,34,-2.2427301406860352,2.8991203308105469,Obstacle
929,11,34,-1.942730188369751,2.8991203308105469,Obstacle
930,12,34,-1.6427299976348877,2.8991203308105469,Obstacle
931,13,34,-1.3427300453186035,2.8991203308105469,Obstacle
932,14,34,-1.0427298545837402,2.8991203308105469,Free
933,15,34,-0.74273014068603516,2.8991203308105469,Free
934,16,34,-0.44272994995117188,2.8991203308105469,Free
935,17,34,-0.1427302360534668,2.8991203308105469,Free
936,18,34,0.15726995468139648,2.8991203308105469,Free
937,19,34,0.45727014541625977,2.8991203308105469,Free
938,20,34,0.75726985931396484,2.8991203308105469,Free
939,21,34,1.0572700500488281,2.8991203308105469,Free
940,22,34,1.3572702407836914,2.8991203308105469,Free
941,23,34,1.6572699546813965,2.8991203308105469,Free
942,24,34,1.9572701454162598,2.8991203308105469,Free
943,25,34,2.2572698593139648,2.8991203308105469,Free
944,26,34,2.5572700500488281,2.8991203308105469,Free
945,0,35,-5.2427301406860352,3.1991205215454102,Obstacle
946,1,35,-4.9427304267883301,3.1991205215454102,Free
947,2,35,-4.6427302360534668,3.1991205215454102,Free
948,3,35,-4.3427300453186035,3.1991205215454102,Free
949,4,35,-4.0427303314208984,3.1991205215454102,Free
950,5,35,-3.7427301406860352,3.1991205215454102,Free
951,6,35,-3.442730188369751,3.1991205215454102,Free
952,7,35,-3.1427302360534668,3.1991205215454102,Free
953,8,35,-2.8427300453186035,3.1991205215454102,Free
