panel,pair_index,protocol,source0_id,source1_id,distance_m,target_count,full_nll,bp_nll,mbd_nll,delta_bp,delta_mbd,full_accuracy,full_brier,block_product_accuracy,block_product_brier,matched_block_diag_accuracy,matched_block_diag_brier
CENTRAL,35,P_E2,pmfs_23_14,pmfs_24_14,0.30000000000000004,32,3.252172894089612,3.315146109647003,4.356921278230651,0.062973215557391,1.1047483841410388,0.53125,0.8075865379258608,0.5,0.8760825236905059,0.53125,0.8169511513759917
CENTRAL,36,P_G1A,pmfs_1_15,pmfs_2_15,0.2999999999999998,32,8.21981823151933,5.922954059608714,11.480699655219126,-2.2968641719106158,3.2608814236997965,0.6875,0.5590572214202764,0.6875,0.5282097650791702,0.6875,0.5655767580578464
CENTRAL,36,P_E2,pmfs_1_15,pmfs_2_15,0.2999999999999998,32,6.8930305485881425,4.209988968492084,7.051699474658037,-2.6830415800960585,0.15866892606989413,0.625,0.521185634549601,0.75,0.39784449513943,0.625,0.6095121449571985
CENTRAL,37,P_G1A,pmfs_3_15,pmfs_4_15,0.3000000000000007,32,30.65192642145714,26.26520053344031,29.14236959982744,-4.38672588801683,-1.509556821629701,0.90625,0.16554057840426972,0.9375,0.14769001621270939,0.84375,0.24643541292466567
CENTRAL,37,P_E2,pmfs_3_15,pmfs_4_15,0.3000000000000007,32,49.477671889111654,34.77330267299783,55.86426557408879,-14.704369216113825,6.386593684977136,0.46875,0.8584094090136237,0.59375,0.7611759823796703,0.5,0.8847584963144035
CENTRAL,38,P_G1A,pmfs_5_15,pmfs_6_15,0.2999999999999998,32,1.2881700964865959,2.3274904724914545,2.8643250448754225,1.0393203760048586,1.5761549483888266,0.84375,0.3133676659284398,0.53125,0.8884685864335576,0.5625,0.8549228164460804
CENTRAL,38,P_E2,pmfs_5_15,pmfs_6_15,0.2999999999999998,32,1.9691541657222176,2.6023784138991144,2.856583032005744,0.6332242481768968,0.8874288662835264,0.625,0.6822376255627686,0.625,0.7255982991098688,0.625,0.744643258029553
CENTRAL,39,P_G1A,pmfs_7_15,pmfs_8_15,0.2999999999999998,32,80.6580640415791,50.499261892843165,90.36770834035953,-30.15880214873593,9.709644298780432,0.5625,0.7574266769913316,0.65625,0.6569391478025941,0.53125,0.8302491275351173
CENTRAL,39,P_E2,pmfs_7_15,pmfs_8_15,0.2999999999999998,32,102.9665243451171,60.67249247048961,102.9266946859139,-42.294031874627485,-0.03982965920319259,0.625,0.584472543357685,0.71875,0.5506237779103922,0.53125,0.6458829746062124
CENTRAL,40,P_G1A,pmfs_9_15,pmfs_10_15,0.30000000000000027,32,0.9194889002896318,1.6684443487947875,1.1961192566485654,0.7489554485051557,0.2766303563589336,0.71875,0.36705038155260555,0.71875,0.46739890472328405,0.78125,0.34356029215653483
CENTRAL,40,P_E2,pmfs_9_15,pmfs_10_15,0.30000000000000027,32,2.9721601945840135,3.0905274330176553,4.075241381643237,0.11836723843364183,1.1030811870592236,0.59375,0.4499418305248728,0.5625,0.6052304071308846,0.53125,0.6838306559821242
CENTRAL,41,P_G1A,pmfs_11_15,pmfs_12_15,0.2999999999999998,32,4.3149465122354915e-12,1.066843227388748e-11,1.3373979657161347e-17,6.353485761651989e-12,-4.3149331382558345e-12,1.0,1.0332180957392029e-21,1.0,6.732709033208972e-21,1.0,6.162975822039155e-33
CENTRAL,41,P_E2,pmfs_11_15,pmfs_12_15,0.2999999999999998,32,1.6992730325855397e-09,9.300913104366407e-09,1.0955229820162582e-11,7.601640071780868e-09,-1.688317802765377e-09,1.0,1.5288805813420856e-16,1.0,2.502066912465359e-15,1.0,3.908170720719182e-21
CENTRAL,42,P_G1A,pmfs_13_15,pmfs_14_15,0.3000000000000005,32,3.747919949569389e-05,0.0016132335951967803,0.000570667666435998,0.0015757543957010864,0.0005331884669403041,1.0,6.544785371974943e-08,1.0,0.00015778582313277117,1.0,2.0424509079755208e-05
CENTRAL,42,P_E2,pmfs_13_15,pmfs_14_15,0.3000000000000005,32,2.184347583729749e-05,0.2827701415677429,0.006383975987970278,0.2827482980919056,0.0063621325121329805,1.0,2.8243930692652665e-08,0.9375,0.08375621714236339,1.0,0.0020758710674479287
CENTRAL,43,P_G1A,pmfs_15_15,pmfs_16_15,0.2999999999999999,32,0.5501870611878728,1.0621876716220253,1.3855055282532516,0.5120006104341526,0.8353184670653788,0.875,0.18066139498116512,0.875,0.22817462364925167,0.875,0.21632474319520173
CENTRAL,43,P_E2,pmfs_15_15,pmfs_16_15,0.2999999999999999,32,0.2786669074916837,0.5195197221450844,0.7507802092718899,0.24085281465340064,0.4721133017802062,0.875,0.17095868696356173,0.90625,0.1768221723258833,0.90625,0.20620606004289857
CENTRAL,44,P_G1A,pmfs_17_15,pmfs_18_15,0.2999999999999997,32,4.290952733720465,2.151269860193964,4.760112829999781,-2.1396828735265006,0.46916009627931654,0.90625,0.18215269365104625,0.875,0.18117158089820523,0.875,0.18867015750916694
CENTRAL,44,P_E2,pmfs_17_15,pmfs_18_15,0.2999999999999997,32,0.8428332846628966,2.6145779191999354,1.0219372485749272,1.771744634537039,0.17910396391203054,0.875,0.20862758281566934,0.90625,0.18848526392533177,0.90625,0.1928557269312739
CENTRAL,45,P_G1A,pmfs_19_15,pmfs_20_15,0.2999999999999998,32,25.13063705726639,26.851880781949518,24.64491236220491,1.7212437246831271,-0.4857246950614815,0.90625,0.1766244535231375,0.875,0.25175338190988616,0.875,0.21284454002965109
CENTRAL,45,P_E2,pmfs_19_15,pmfs_20_15,0.2999999999999998,32,24.84224703000102,34.36135393002131,22.0413357441772,9.51910690002029,-2.800911285823819,0.6875,0.4312596413651717,0.6875,0.5322383762993881,0.65625,0.4685795504332374
CENTRAL,46,P_G1A,pmfs_21_15,pmfs_22_15,0.2999999999999998,32,0.5036263602038783,0.4410313678265531,0.4901842119342329,-0.06259499237732519,-0.013442148269645404,0.8125,0.28465905742249575,0.84375,0.2575933784616939,0.78125,0.2853905649913944
CENTRAL,46,P_E2,pmfs_21_15,pmfs_22_15,0.2999999999999998,32,1.0904551132401106,0.9518365729118996,1.0403248847445308,-0.13861854032821097,-0.0501302284955798,0.78125,0.41593056676351586,0.78125,0.3266073668837774,0.78125,0.34065691065165915
CENTRAL,47,P_G1A,pmfs_23_15,pmfs_24_15,0.30000000000000004,32,75.60921567588531,55.197804403731794,69.19798011687223,-20.411411272153515,-6.411235559013079,0.46875,0.8033581664404192,0.59375,0.6153827296884492,0.46875,0.9150266237675672
CENTRAL,47,P_E2,pmfs_23_15,pmfs_24_15,0.30000000000000004,32,40.32011985775922,28.528938576432623,54.464546199205444,-11.791181281326594,14.144426341446227,0.59375,0.7320522404797386,0.59375,0.7907219253086221,0.53125,0.8759577118896099
CENTRAL,48,P_G1A,pmfs_1_16,pmfs_2_16,0.2999999999999998,32,400.7735187809343,289.12756613573936,329.23339958760863,-111.64595264519494,-71.54011919332567,0.9375,0.10621719872600567,0.9375,0.1250001922334909,0.9375,0.12847691660659383
CENTRAL,48,P_E2,pmfs_1_16,pmfs_2_16,0.2999999999999998,32,1.1323947172472508,1.2430466604373944,1.6387184974625768,0.1106519431901436,0.506323780215326,0.625,0.5991719802334126,0.59375,0.7114342346992653,0.5625,0.7397025112356265
