panel,pair_index,protocol,source_direction,source_id,delta_bp,delta_mbd
CENTRAL,78,P_E2,0,pmfs_13_18,-128.53806008005012,4.9937484407815305
CENTRAL,78,P_E2,1,pmfs_14_18,0.052722097146602497,0.26590096023153637
CENTRAL,79,P_G1A,0,pmfs_15_18,0.36300355114053406,0.8420086176557868
CENTRAL,79,P_G1A,1,pmfs_16_18,0.08344251257247534,0.07132777796138152
CENTRAL,79,P_E2,0,pmfs_15_18,0.8035362142214204,1.610167902778833
CENTRAL,79,P_E2,1,pmfs_16_18,-0.524157770691221,-0.5648652881219458
CENTRAL,80,P_G1A,0,pmfs_17_18,0.8015623803461949,1.0672650590865187
CENTRAL,80,P_G1A,1,pmfs_18_18,6.461497220554389,4.055630163756195
CENTRAL,80,P_E2,0,pmfs_17_18,0.7614096110023614,2.499548012719141
CENTRAL,80,P_E2,1,pmfs_18_18,0.45308351159210947,0.986812661691685
CENTRAL,81,P_G1A,0,pmfs_19_18,-0.2115179868300454,0.7158332610369631
CENTRAL,81,P_G1A,1,pmfs_20_18,0.9465042149439837,0.5637186753608272
CENTRAL,81,P_E2,0,pmfs_19_18,-0.6504283313380745,1.1379683512030836
CENTRAL,81,P_E2,1,pmfs_20_18,1.9597969627197531,2.965769114167086
CENTRAL,82,P_G1A,0,pmfs_21_18,6.724705966828466,0.016362205600673356
CENTRAL,82,P_G1A,1,pmfs_22_18,-0.0002479286847900711,-0.00023998180301786388
CENTRAL,82,P_E2,0,pmfs_21_18,-0.0007103188190226286,-0.0006957432774470147
CENTRAL,82,P_E2,1,pmfs_22_18,-2.7644600629425824e-08,2.1627033130224033e-08
CENTRAL,83,P_G1A,0,pmfs_23_18,0.039713278205001826,0.010026688994574068
CENTRAL,83,P_G1A,1,pmfs_24_18,-64.87823352027368,-20.22640062060468
CENTRAL,83,P_E2,0,pmfs_23_18,1.165639763844895,-0.02837783516886233
CENTRAL,83,P_E2,1,pmfs_24_18,-23.62793704542949,-18.04887947491357
OFFSTRIP,0,P_G1A,0,pmfs_12_20,0.35475273961529796,0.28034636534698565
OFFSTRIP,0,P_G1A,1,pmfs_11_20,2.0966702351943294,3.364071234967239
OFFSTRIP,0,P_E2,0,pmfs_12_20,8.257643804806698e-07,8.918993787102305e-13
OFFSTRIP,0,P_E2,1,pmfs_11_20,4.114884433758,3.1848004738192377
OFFSTRIP,1,P_G1A,0,pmfs_1_1,-1.8450866829314316,1.2138906797445363
OFFSTRIP,1,P_G1A,1,pmfs_2_1,6.75994691979967,14.93244726836684
OFFSTRIP,1,P_E2,0,pmfs_1_1,-43.465041022997084,-32.266763460600785
OFFSTRIP,1,P_E2,1,pmfs_2_1,-4.468094880342051,30.249482077506144
OFFSTRIP,2,P_G1A,0,pmfs_2_38,-9.28083116643652,1.1723590967190631
OFFSTRIP,2,P_G1A,1,pmfs_2_37,-17.465199774269436,1.9348260787894134
OFFSTRIP,2,P_E2,0,pmfs_2_38,-2.701814646823708,-0.4039981226090088
OFFSTRIP,2,P_E2,1,pmfs_2_37,-0.5886622476143288,0.9353690925912066
