carrier_index,carrier_id,x,y,free_cells
157,quadtree_18_28_2_2,0.30727005004882812,1.3991203308105469,2
158,quadtree_18_30_2_2,0.30727005004882812,1.8491206169128418,4
159,quadtree_18_32_2_2,0.30727005004882812,2.449120044708252,4
160,quadtree_18_34_2_2,0.30727005004882812,3.0491204261779785,4
161,quadtree_20_10_2_2,0.90726995468139648,-4.000880241394043,2
162,quadtree_20_12_2_2,0.90726995468139648,-3.5508798360824585,4
163,quadtree_20_14_2_2,0.90726995468139648,-2.9508798122406006,4
164,quadtree_20_16_2_2,0.90726995468139648,-2.3508799076080322,4
165,quadtree_20_18_2_2,0.90726995468139648,-1.9008798599243164,2
166,quadtree_20_20_2_2,0.90726995468139648,-1.0008797645568848,2
167,quadtree_20_22_2_2,0.90726995468139648,-0.55087971687316895,4
168,quadtree_20_24_2_2,0.90726995468139648,0.049120187759399414,4
169,quadtree_20_26_2_2,0.90726995468139648,0.49912023544311523,2
170,quadtree_20_30_2_2,0.90726995468139648,1.9991207122802734,2
171,quadtree_20_32_2_2,0.90726995468139648,2.449120044708252,4
172,quadtree_20_34_2_2,0.90726995468139648,3.0491204261779785,4
173,quadtree_22_10_2_2,1.5072700977325439,-4.000880241394043,2
174,quadtree_22_12_2_2,1.5072700977325439,-3.5508798360824585,4
175,quadtree_22_14_2_2,1.5072700977325439,-2.9508798122406006,4
176,quadtree_22_16_2_2,1.5072700977325439,-2.3508799076080322,4
177,quadtree_22_18_2_2,1.5072700977325439,-1.9008798599243164,2
178,quadtree_22_20_2_2,1.5072700977325439,-1.0008797645568848,2
179,quadtree_22_22_2_2,1.5072700977325439,-0.55087971687316895,4
180,quadtree_22_24_2_2,1.5072700977325439,0.049120187759399414,4
181,quadtree_22_26_2_2,1.5072700977325439,0.49912023544311523,2
182,quadtree_22_30_2_2,1.5072700977325439,1.9991207122802734,2
183,quadtree_22_32_2_2,1.5072700977325439,2.449120044708252,4
184,quadtree_22_34_2_2,1.5072700977325439,3.0491204261779785,4
185,quadtree_24_10_2_2,1.9572701454162598,-4.000880241394043,1
186,quadtree_24_12_2_2,1.9572701454162598,-3.5508798360824585,2
187,quadtree_24_14_2_2,2.1072700023651123,-2.9508798122406006,4
188,quadtree_24_16_2_2,2.1072700023651123,-2.3508799076080322,4
189,quadtree_24_18_2_2,2.1072700023651123,-1.9008798599243164,2
190,quadtree_24_28_2_2,2.1072700023651123,1.3991203308105469,2
191,quadtree_24_30_2_2,2.1072700023651123,1.8491206169128418,4
192,quadtree_24_32_2_2,2.1072700023651123,2.449120044708252,4
193,quadtree_24_34_2_2,2.1072700023651123,3.0491204261779785,4
194,quadtree_26_14_1_2,2.5572700500488281,-2.9508798122406006,2
195,quadtree_26_16_1_2,2.5572700500488281,-2.3508799076080322,2
196,quadtree_26_18_1_2,2.5572700500488281,-1.9008798599243164,1
197,quadtree_26_28_1_2,2.5572700500488281,1.3991203308105469,1
198,quadtree_26_30_1_2,2.5572700500488281,1.8491206169128418,2
199,quadtree_26_32_1_2,2.5572700500488281,2.449120044708252,2
200,quadtree_26_34_1_2,2.5572700500488281,3.0491204261779785,2
