house,carrier_index,carrier_id,origin_i,origin_j,size_i,size_j,pmfs_grid_i,pmfs_grid_j,pmfs_x,pmfs_y,gaden_x_index,gaden_y_index,legal_height_count,legal_heights_m,placement_weight
H01,141,quadtree_16_34_2_2,16,34,2,2,16,34,-2.5999999046325684,2.4700002670288086,49,103,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,141,quadtree_16_34_2_2,16,34,2,2,16,35,-2.5999999046325684,2.7700004577636719,49,106,27,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,141,quadtree_16_34_2_2,16,34,2,2,17,34,-2.3000001907348633,2.4700002670288086,52,103,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,141,quadtree_16_34_2_2,16,34,2,2,17,35,-2.3000001907348633,2.7700004577636719,52,106,27,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,142,quadtree_16_36_2_2,16,36,2,2,16,36,-2.5999999046325684,3.0700006484985352,49,109,20,0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,143,quadtree_18_14_2_2,18,14,2,2,18,14,-2,-3.5299997329711914,55,43,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,143,quadtree_18_14_2_2,18,14,2,2,18,15,-2,-3.2300000190734863,55,46,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,143,quadtree_18_14_2_2,18,14,2,2,19,14,-1.6999998092651367,-3.5299997329711914,58,43,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,143,quadtree_18_14_2_2,18,14,2,2,19,15,-1.6999998092651367,-3.2300000190734863,58,46,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,144,quadtree_18_16_2_2,18,16,2,2,19,16,-1.6999998092651367,-2.929999828338623,58,49,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,144,quadtree_18_16_2_2,18,16,2,2,19,17,-1.6999998092651367,-2.630000114440918,58,52,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,145,quadtree_18_18_2_2,18,18,2,2,19,18,-1.6999998092651367,-2.3299999237060547,58,55,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,145,quadtree_18_18_2_2,18,18,2,2,19,19,-1.6999998092651367,-2.0299997329711914,58,58,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,146,quadtree_18_20_2_2,18,20,2,2,19,20,-1.6999998092651367,-1.7300000190734863,58,61,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,146,quadtree_18_20_2_2,18,20,2,2,19,21,-1.6999998092651367,-1.429999828338623,58,64,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,147,quadtree_18_22_2_2,18,22,2,2,19,22,-1.6999998092651367,-1.1299996376037598,58,67,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,148,quadtree_18_24_2_2,18,24,2,2,19,25,-1.6999998092651367,-0.23000001907348633,58,76,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,149,quadtree_18_26_2_2,18,26,2,2,18,26,-2,0.070000171661376953,55,79,21,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002,
H01,149,quadtree_18_26_2_2,18,26,2,2,18,27,-2,0.36999988555908203,55,82,21,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002,
H01,149,quadtree_18_26_2_2,18,26,2,2,19,26,-1.6999998092651367,0.070000171661376953,58,79,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,149,quadtree_18_26_2_2,18,26,2,2,19,27,-1.6999998092651367,0.36999988555908203,58,82,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,150,quadtree_18_28_2_2,18,28,2,2,19,28,-1.6999998092651367,0.67000007629394531,58,85,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,151,quadtree_18_30_2_2,18,30,2,2,18,31,-2,1.5700006484985352,55,94,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,151,quadtree_18_30_2_2,18,30,2,2,19,31,-1.6999998092651367,1.5700006484985352,58,94,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,152,quadtree_18_32_2_2,18,32,2,2,18,32,-2,1.869999885559082,55,97,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,152,quadtree_18_32_2_2,18,32,2,2,18,33,-2,2.1700000762939453,55,100,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,152,quadtree_18_32_2_2,18,32,2,2,19,32,-1.6999998092651367,1.869999885559082,58,97,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,152,quadtree_18_32_2_2,18,32,2,2,19,33,-1.6999998092651367,2.1700000762939453,58,100,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,153,quadtree_18_34_2_2,18,34,2,2,18,34,-2,2.4700002670288086,55,103,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,153,quadtree_18_34_2_2,18,34,2,2,18,35,-2,2.7700004577636719,55,106,27,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,153,quadtree_18_34_2_2,18,34,2,2,19,34,-1.6999998092651367,2.4700002670288086,58,103,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,153,quadtree_18_34_2_2,18,34,2,2,19,35,-1.6999998092651367,2.7700004577636719,58,106,27,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,154,quadtree_18_36_2_2,18,36,2,2,18,36,-2,3.0700006484985352,55,109,20,0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,154,quadtree_18_36_2_2,18,36,2,2,19,36,-1.6999998092651367,3.0700006484985352,58,109,21,0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,155,quadtree_20_0_2_2,20,0,2,2,20,1,-1.4000000953674316,-7.4300003051757812,61,4,27,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,155,quadtree_20_0_2_2,20,0,2,2,21,1,-1.0999999046325684,-7.4300003051757812,64,4,27,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,156,quadtree_20_2_2_2,20,2,2,2,20,2,-1.4000000953674316,-7.130000114440918,61,7,22,-0.16899999999999982;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,156,quadtree_20_2_2_2,20,2,2,2,20,3,-1.4000000953674316,-6.8299999237060547,61,10,24,-0.56899999999999995;-0.46899999999999986;-0.16899999999999982;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,156,quadtree_20_2_2_2,20,2,2,2,21,2,-1.0999999046325684,-7.130000114440918,64,7,22,-0.56899999999999995;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,157,quadtree_20_4_2_2,20,4,2,2,20,4,-1.4000000953674316,-6.5300002098083496,61,13,27,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,157,quadtree_20_4_2_2,20,4,2,2,20,5,-1.4000000953674316,-6.2300000190734863,61,16,21,0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,157,quadtree_20_4_2_2,20,4,2,2,21,4,-1.0999999046325684,-6.5300002098083496,64,13,25,-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,157,quadtree_20_4_2_2,20,4,2,2,21,5,-1.0999999046325684,-6.2300000190734863,64,16,21,0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,158,quadtree_20_6_2_2,20,6,2,2,20,6,-1.4000000953674316,-5.9300003051757812,61,19,21,0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,158,quadtree_20_6_2_2,20,6,2,2,20,7,-1.4000000953674316,-5.630000114440918,61,22,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,158,quadtree_20_6_2_2,20,6,2,2,21,6,-1.0999999046325684,-5.9300003051757812,64,19,21,0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
H01,158,quadtree_20_6_2_2,20,6,2,2,21,7,-1.0999999046325684,-5.630000114440918,64,22,29,-0.66899999999999982;-0.56899999999999995;-0.46899999999999986;-0.36899999999999988;-0.26899999999999991;-0.16899999999999982;-0.068999999999999839;0.031000000000000139;0.13100000000000023;0.23100000000000009;0.33100000000000018;0.43100000000000027;0.53100000000000014;0.63100000000000023;0.73100000000000009;0.83100000000000018;0.93100000000000027;1.0310000000000004;1.131;1.2310000000000001;1.3310000000000002;1.4310000000000003;1.5310000000000004;1.6310000000000004;1.7310000000000001;1.8310000000000002;1.9310000000000003;2.0310000000000006;2.1310000000000002,
