wind	wind_name	edge_index	edge_id	source_1	source_2	orientation	dx_m	dy_m	endpoint1_state	midpoint_state	endpoint2_state	A_parallel_mps	A_perp_mps	U_mps	mean_wind_xyz_mps	sd_abs_along_iteration_mps	circular_direction_sd_rad	endpoint_mean_asymmetry_mps	abs_mean_vertical_mps	energy_A	energy_B	energy_split_mean
W1	3,5-1_fast	0	pmfs_9_15__pmfs_10_15	pmfs_9_15	pmfs_10_15	x	0.30000000000000027	0.0	0	0	0	0.006510990936393765	0.03005820002131672	0.03075529859219849	[0.006510990936393765, -0.03005820002131672, -0.017307719342749227]	0.006821571975359113	0.8288855399100682	0.00967973339282208	0.017307719342749227	3.7417393782709922	4.695820200253524	4.218779789262259
W1	3,5-1_fast	1	pmfs_9_15__pmfs_9_16	pmfs_9_15	pmfs_9_16	y	0.0	0.30000000000000027	0	0	0	0.026544302141039887	0.009520027109167793	0.028199838515745163	[0.009520027109167793, -0.026544302141039887, -0.012564976697004486]	0.011185538444925057	0.9699041553020855	0.009607610470187046	0.012564976697004486	6.207245606304203	3.7236492253257936	4.965447415814998
W1	3,5-1_fast	2	pmfs_10_15__pmfs_11_15	pmfs_10_15	pmfs_11_15	x	0.2999999999999998	0.0	0	0	0	0.005557152252136307	0.04622703870038756	0.0465598652077146	[0.005557152252136307, -0.04622703870038756, -0.02783025697119063]	0.012331493702128186	0.7112544889837098	0.022179926289975005	0.02783025697119063	11.165650787189662	6.857946716037497	9.01179875161358
W1	3,5-1_fast	3	pmfs_10_15__pmfs_10_16	pmfs_10_15	pmfs_10_16	y	0.0	0.30000000000000027	0	0	0	0.03523243190614845	0.010302195325493813	0.0367077578523398	[0.010302195325493813, -0.03523243190614845, -0.02365124369614271]	0.014708681105930302	0.8447604165497397	0.008712170635660535	0.02365124369614271	15.830362354107208	7.268375811567623	11.549369082837416
W1	3,5-1_fast	4	pmfs_11_15__pmfs_12_15	pmfs_11_15	pmfs_12_15	x	0.2999999999999998	0.0	0	0	0	0.0010051761253800412	0.09744938647120514	0.09745457045545547	[-0.0010051761253800412, -0.09744938647120514, -0.03781619381152268]	0.0171880972342903	0.5928443652837968	0.08723770201017851	0.03781619381152268	17.20961105203491	22.107224493463928	19.658417772749416
W1	3,5-1_fast	5	pmfs_11_15__pmfs_11_16	pmfs_11_15	pmfs_11_16	y	0.0	0.30000000000000027	0	0	0	0.0560946365903047	0.008298477411947468	0.05670514069777936	[0.008298477411947468, -0.0560946365903047, -0.03388634690629095]	0.014061075962917379	0.6696455375065379	0.009261722625179514	0.03388634690629095	8.129640494344725	4.835749011908034	6.482694753126379
W1	3,5-1_fast	6	pmfs_12_15__pmfs_12_16	pmfs_12_15	pmfs_12_16	y	0.0	0.30000000000000027	0	0	0	0.1380294781728563	0.0018117737583286892	0.13804136832421787	[-0.0018117737583286892, -0.1380294781728563, -0.04219970107905366]	0.051997804141896004	0.582014807502469	0.016182596128872614	0.04219970107905366	6.649153147312314	5.5008127573543995	6.074982952333357
W1	3,5-1_fast	7	pmfs_9_16__pmfs_10_16	pmfs_9_16	pmfs_10_16	x	0.30000000000000027	0.0	0	0	0	0.01519037737638097	0.032294043043459	0.03568827231640178	[0.01519037737638097, -0.032294043043459, -0.021340053265951363]	0.006494041352404621	0.9549118651184565	0.0074361382676966	0.021340053265951363	13.987828614255044	11.19770145997057	12.592765037112807
W1	3,5-1_fast	8	pmfs_10_16__pmfs_11_16	pmfs_10_16	pmfs_11_16	x	0.2999999999999998	0.0	0	0	0	0.014504761498590762	0.046224543380297044	0.048446842176224074	[0.014504761498590762, -0.046224543380297044, -0.031920326141392834]	0.005372943754718343	0.7185640012328821	0.019388188242146217	0.031920326141392834	13.738411633960796	7.193997492387637	10.466204563174216
W1	3,5-1_fast	9	pmfs_11_16__pmfs_12_16	pmfs_11_16	pmfs_12_16	x	0.2999999999999998	0.0	0	0	0	0.009033847769553011	0.09032959059219468	0.09078020347012318	[0.009033847769553011, -0.09032959059219468, -0.041259377897114806]	0.0043647131127766544	0.6171970423302928	0.07731382436604702	0.041259377897114806	19.18929029680747	18.80187701830775	18.99558365755761
W2	4,5-3_slow	0	pmfs_9_15__pmfs_10_15	pmfs_9_15	pmfs_10_15	x	0.30000000000000027	0.0	0	0	0	0.005828865877860649	0.009981400023786013	0.011558720684267944	[-0.005828865877860649, 0.009981400023786013, -0.005497112321212295]	0.0004523289229401532	0.22547197229129265	0.003988970613277012	0.005497112321212295	31.70425374609831	12.103526801072038	21.903890273585173
W2	4,5-3_slow	1	pmfs_9_15__pmfs_9_16	pmfs_9_15	pmfs_9_16	y	0.0	0.30000000000000027	0	0	0	0.009806643195175142	0.004707352316472679	0.010877932551219263	[-0.004707352316472679, 0.009806643195175142, -0.00489407021086663]	0.003540206030494124	0.2185959127394542	0.003174024764411279	0.00489407021086663	21.925398479765846	16.567467045065282	19.246432762415566
W2	4,5-3_slow	2	pmfs_10_15__pmfs_11_15	pmfs_10_15	pmfs_11_15	x	0.2999999999999998	0.0	0	0	0	0.009835384077053855	0.011808709199116989	0.015368161662751819	[-0.009835384077053855, 0.011808709199116989, -0.006114832858078113]	0.0015758905481276745	0.18272799391767378	0.004768933175960347	0.006114832858078113	12.326373318122641	10.884037641977232	11.605205480049936
W2	4,5-3_slow	3	pmfs_10_15__pmfs_10_16	pmfs_10_15	pmfs_10_16	y	0.0	0.30000000000000027	0	0	0	0.012180854598144915	0.00809848413337022	0.014627325934688039	[-0.00809848413337022, 0.012180854598144915, -0.0057961197433707475]	0.0040977585050354605	0.1687814859615133	0.0036827075158947387	0.0057961197433707475	13.740840657463842	13.39236039885575	13.566600528159796
W2	4,5-3_slow	4	pmfs_11_15__pmfs_12_15	pmfs_11_15	pmfs_12_15	x	0.2999999999999998	0.0	0	0	0	0.015120397618209774	0.012591520440764725	0.01967670732472686	[-0.015120397618209774, 0.012591520440764725, -0.005895036022262833]	0.0035268179056949954	0.17368077179550528	0.005787632176855142	0.005895036022262833	3.469381714896364	2.91410525400606	3.1917434844512123
W2	4,5-3_slow	5	pmfs_11_15__pmfs_11_16	pmfs_11_15	pmfs_11_16	y	0.0	0.30000000000000027	0	0	0	0.013961134108037433	0.012915111347948286	0.019018763543209343	[-0.012915111347948286, 0.013961134108037433, -0.006098930313121607]	0.004487548897797856	0.16312627004485614	0.0046172538229320315	0.006098930313121607	5.869494217018371	7.767665973130637	6.818580095074504
W2	4,5-3_slow	6	pmfs_12_15__pmfs_12_16	pmfs_12_15	pmfs_12_16	y	0.0	0.30000000000000027	0	0	0	0.014316943146034398	0.01936277266676453	0.024080943220554814	[-0.01936277266676453, 0.014316943146034398, -0.005417368808676573]	0.004615535635955032	0.16088388059256392	0.006031858429294662	0.005417368808676573	7.270729261970166	7.650238698025457	7.460483979997811
W2	4,5-3_slow	7	pmfs_9_16__pmfs_10_16	pmfs_9_16	pmfs_10_16	x	0.30000000000000027	0.0	0	0	0	0.0075482432254251434	0.012971929602578959	0.01500822885634547	[-0.0075482432254251434, 0.012971929602578959, -0.005284737268415152]	0.0028386299558325985	0.17646923914088145	0.004383716420821344	0.005284737268415152	13.11098322819863	7.963502573607283	10.537242900902957
W2	4,5-3_slow	8	pmfs_10_16__pmfs_11_16	pmfs_10_16	pmfs_11_16	x	0.2999999999999998	0.0	0	0	0	0.01200111130972139	0.015403288734060798	0.01952659664388976	[-0.01200111130972139, 0.015403288734060798, -0.0057875280730182894]	0.004487617616904733	0.16734935338264467	0.005682505892162762	0.0057875280730182894	10.672745111452297	16.550850420509885	13.611797765981091
W2	4,5-3_slow	9	pmfs_11_16__pmfs_12_16	pmfs_11_16	pmfs_12_16	x	0.2999999999999998	0.0	0	0	0	0.018569450116377662	0.016777229484763335	0.025025984632158844	[-0.018569450116377662, 0.016777229484763335, -0.005590693657392298]	0.006834739549119888	0.16984038492537182	0.007456481248334052	0.005590693657392298	7.410449358086245	9.148338297337055	8.279393827711651
W3	4,5-3_fast	0	pmfs_9_15__pmfs_10_15	pmfs_9_15	pmfs_10_15	x	0.30000000000000027	0.0	0	0	0	0.01024228857237507	0.017309275043027646	0.020112570141953133	[-0.01024228857237507, 0.017309275043027646, -0.006058225420102562]	0.002686113535089804	0.2370931087053609	0.005777620897796469	0.006058225420102562			
W3	4,5-3_fast	1	pmfs_9_15__pmfs_9_16	pmfs_9_15	pmfs_9_16	y	0.0	0.30000000000000027	0	0	0	0.01803702519232915	0.00811890450263904	0.019780062894533195	[-0.00811890450263904, 0.01803702519232915, -0.005883748436066195]	0.00723566677194436	0.22977420222956796	0.005548212831861776	0.005883748436066195			
W3	4,5-3_fast	2	pmfs_10_15__pmfs_11_15	pmfs_10_15	pmfs_11_15	x	0.2999999999999998	0.0	0	0	0	0.015864927300506017	0.019120963597246868	0.024845666969062857	[-0.015864927300506017, 0.019120963597246868, -0.0060899201646613865]	0.003641645008262918	0.17092051553141063	0.006040374888584541	0.0060899201646613865			
W3	4,5-3_fast	3	pmfs_10_15__pmfs_10_16	pmfs_10_15	pmfs_10_16	y	0.0	0.30000000000000027	0	0	0	0.020670399884693325	0.013708870487541637	0.024803196597159002	[-0.013708870487541637, 0.020670399884693325, -0.005743388854501642]	0.00756833754892579	0.183266984511757	0.006562485774140792	0.005743388854501642			
W3	4,5-3_fast	4	pmfs_11_15__pmfs_12_15	pmfs_11_15	pmfs_12_15	x	0.2999999999999998	0.0	0	0	0	0.02253818192349916	0.02050227280282839	0.03046822663855481	[-0.02253818192349916, 0.02050227280282839, -0.006911838871515515]	0.0048714335196625635	0.14727250371377984	0.007643500405544332	0.006911838871515515			
W3	4,5-3_fast	5	pmfs_11_15__pmfs_11_16	pmfs_11_15	pmfs_11_16	y	0.0	0.30000000000000027	0	0	0	0.022483840817585588	0.02017754544927315	0.030210204207651616	[-0.02017754544927315, 0.022483840817585588, -0.005559137022745827]	0.007130896119396504	0.1425224240823495	0.007931625102414897	0.005559137022745827			
W3	4,5-3_fast	6	pmfs_12_15__pmfs_12_16	pmfs_12_15	pmfs_12_16	y	0.0	0.30000000000000027	0	0	0	0.02370788633230735	0.028824091084640135	0.037321469708483296	[-0.028824091084640135, 0.02370788633230735, -0.006790815852582455]	0.00749327000958152	0.13807394804086198	0.00975857688556541	0.006790815852582455			
W3	4,5-3_fast	7	pmfs_9_16__pmfs_10_16	pmfs_9_16	pmfs_10_16	x	0.30000000000000027	0.0	0	0	0	0.012495686384764585	0.022995481701483102	0.026171250579780005	[-0.012495686384764585, 0.022995481701483102, -0.005432617789748209]	0.004675062337212767	0.18230710268134687	0.006789728925267783	0.005432617789748209			
W3	4,5-3_fast	8	pmfs_10_16__pmfs_11_16	pmfs_10_16	pmfs_11_16	x	0.2999999999999998	0.0	0	0	0	0.019347434133206578	0.025570318166335874	0.0320650023961704	[-0.019347434133206578, 0.025570318166335874, -0.004751625687111466]	0.006867515738597602	0.1543014675758021	0.007758761409563845	0.004751625687111466			
W3	4,5-3_fast	9	pmfs_11_16__pmfs_12_16	pmfs_11_16	pmfs_12_16	x	0.2999999999999998	0.0	0	0	0	0.02821095442314717	0.027423818108879706	0.03934366212153878	[-0.02821095442314717, 0.027423818108879706, -0.005166922735621814]	0.009242568038481072	0.14396095381512516	0.010284294376372826	0.005166922735621814			
